Age,Revenu_Mensuel_Estime,Score_Fidelite,Sensibilite_Promo,Panier_Moyen,Frequence_Achat_Mois,Temps_Session_Sec,Score_Tech_Device,Taux_Abandon_Panier,Note_Satisfaction,Nombre_Pages_Vues,Jours_Depuis_Dernier_Achat
36,4738.37,4,0.25,547.41,1,325.8,0.0,0.42,4,10,306
62,5878.38,2,0.07,810.37,1,543.42,1.0,0.12,2,18,307
71,5438.43,15,0.28,999.22,1,439.23,0.0,0.36,1,14,272
27,4734.44,48,0.12,718.64,3,41.1,0.0,0.35,4,1,167
28,4315.33,89,0.69,694.44,3,298.54,0.0,0.28,2,9,49
55,6436.55,5,0.09,1034.56,1,572.69,1.0,0.58,4,19,297
19,3933.75,34,0.64,505.97,1,129.57,1.0,0.46,4,4,204
50,3529.63,37,0.53,416.16,1,374.14,0.0,0.25,1,12,201
60,4172.6,83,0.38,741.41,4,167.83,1.0,0.29,3,5,54
48,3799.15,85,0.59,688.37,2,199.57,0.0,0.27,2,6,54
65,5033.23,63,0.4,687.34,3,548.93,0.0,0.28,2,18,120
52,6590.98,84,0.12,1180.19,3,378.73,1.0,0.71,2,12,58
54,6310.41,31,0.18,906.45,1,158.12,1.0,0.52,3,5,212
64,5986.79,0,0.41,965.12,1,111.21,0.0,0.63,3,3,306
64,6349.11,47,0.04,1019.5,1,225.12,1.0,0.25,3,7,161
53,5820.73,22,0.65,891.42,1,323.63,1.0,0.66,2,10,252
40,5638.8,17,0.33,741.21,1,385.9,1.0,0.47,4,12,254
53,4083.06,16,0.49,599.65,1,577.12,1.0,0.41,4,19,265
57,6561.43,30,0.26,725.46,2,359.57,0.0,0.32,3,11,229
56,5335.81,92,0.29,816.22,5,701.17,0.0,0.25,3,23,35
43,5041.62,53,0.18,803.53,2,495.31,1.0,0.41,4,16,141
42,5801.29,76,0.36,883.31,4,439.95,0.0,0.36,4,14,86
34,4641.4,59,0.42,837.52,2,300.31,0.0,0.37,2,10,132
32,3413.25,65,0.71,572.88,2,433.6,0.0,0.28,2,14,124
54,4990.31,72,0.38,725.92,4,377.63,1.0,0.3,4,12,90
62,6189.65,95,0.09,915.22,5,413.96,1.0,0.53,2,13,24
21,3241.36,85,0.54,460.96,4,236.02,0.0,0.14,5,7,45
39,3990.37,17,0.66,557.97,1,442.52,0.0,0.4,5,14,259
34,4704.94,17,0.35,761.11,1,478.6,1.0,0.37,2,15,261
39,4741.95,82,0.63,720.55,4,469.01,0.0,0.37,3,15,54
34,3717.68,62,0.41,574.57,3,739.32,1.0,0.34,4,24,114
31,5579.31,30,0.29,844.06,1,423.33,0.0,0.44,4,14,218
31,4450.46,28,0.73,572.25,1,448.83,1.0,0.42,3,14,227
34,2214.74,87,0.79,309.44,3,508.88,0.0,0.14,5,16,42
25,4413.46,96,0.73,607.41,6,302.59,0.0,0.34,3,10,13
51,5693.7,82,0.51,904.76,4,374.61,1.0,0.4,1,12,55
43,5420.33,79,0.0,671.73,6,617.89,1.0,0.37,4,20,82
62,5053.75,50,0.23,654.34,1,346.2,1.0,0.05,4,11,168
47,3944.69,31,0.88,622.15,1,178.23,1.0,0.37,4,5,220
39,4597.91,20,0.29,686.54,1,425.92,0.0,0.2,4,14,253
33,4514.89,29,0.52,827.01,1,504.61,1.0,0.44,4,16,222
47,5643.11,6,0.51,875.49,1,573.35,0.0,0.48,4,19,292
33,4658.01,37,0.71,807.35,2,281.39,0.0,0.44,5,9,192
55,6304.02,11,0.13,1166.94,1,509.58,0.0,0.71,4,16,269
71,6991.08,58,0.28,1025.17,2,472.08,1.0,0.51,1,15,140
41,4656.74,91,0.6,627.39,4,259.7,0.0,0.37,4,8,36
53,4152.02,13,0.25,719.16,1,298.71,0.0,0.5,5,9,261
52,6109.12,70,0.44,825.75,4,411.71,1.0,0.42,5,13,97
23,4500.03,16,0.64,866.03,1,234.81,0.0,0.46,4,7,256
21,2850.25,22,0.67,553.45,1,236.42,0.0,0.22,4,7,253
35,4171.9,76,0.64,495.9,3,334.32,1.0,0.25,4,11,90
23,2906.03,19,0.88,240.03,1,177.93,0.0,0.31,5,5,258
43,2783.76,4,0.53,566.98,1,533.68,1.0,0.34,4,17,295
54,4183.86,5,0.73,537.14,1,638.64,1.0,0.35,3,21,286
44,2620.99,12,1.0,340.59,1,500.82,1.0,0.24,4,16,281
58,5791.56,2,0.76,737.19,1,235.96,1.0,0.4,4,7,295
28,4170.28,52,0.46,655.19,2,284.93,0.0,0.47,4,9,153
55,4360.82,30,0.69,571.75,1,320.39,1.0,0.22,4,10,221
33,5047.41,2,0.36,667.05,1,334.49,1.0,0.29,3,11,294
36,3009.68,7,0.39,537.56,1,457.56,1.0,0.25,4,15,290
60,6642.46,70,0.16,953.81,4,196.99,0.0,0.56,4,6,92
70,5343.49,49,0.41,795.75,1,552.12,0.0,0.31,5,18,169
32,4712.2,70,0.36,587.42,2,490.35,0.0,0.27,5,16,93
43,3675.97,74,0.35,483.64,2,255.77,1.0,0.09,4,8,88
73,6042.22,87,0.35,832.17,1,398.68,0.0,0.3,5,13,42
58,5212.57,58,0.81,907.95,2,683.92,1.0,0.42,4,22,138
73,5626.18,20,0.24,904.91,1,366.47,0.0,0.39,3,12,246
48,4456.89,19,0.5,770.37,1,510.42,1.0,0.28,4,17,258
36,4841.49,92,0.4,812.04,3,407.35,0.0,0.44,4,13,35
74,5070.55,73,0.52,884.35,3,362.42,1.0,0.35,5,12,100
68,3753.07,48,0.54,418.91,3,316.79,0.0,0.14,4,10,159
41,4573.23,79,0.49,720.16,5,230.06,0.0,0.4,5,7,77
26,5102.09,73,0.59,746.18,4,200.57,0.0,0.32,3,6,82
40,2916.02,37,0.87,536.63,2,142.38,1.0,0.43,3,4,200
21,3922.05,32,0.88,505.02,1,97.27,0.0,0.26,3,3,220
27,4077.8,68,0.43,657.13,3,208.96,0.0,0.57,4,6,101
26,4583.2,58,0.31,702.01,3,243.09,0.0,0.47,5,8,141
36,4533.84,11,0.05,789.17,1,288.05,0.0,0.43,3,9,274
32,3585.09,7,0.5,656.48,1,232.4,0.0,0.37,5,7,298
68,4103.48,69,0.36,400.74,3,471.46,0.0,0.08,2,15,105
51,5127.17,86,0.4,826.85,5,383.17,1.0,0.5,5,12,51
59,4682.97,47,0.38,813.52,2,478.32,0.0,0.46,2,15,168
36,3579.98,66,0.13,318.47,3,519.44,1.0,0.07,3,17,104
66,5732.13,37,0.0,753.14,2,485.87,0.0,0.25,5,16,199
69,4674.33,92,0.26,831.45,3,343.81,1.0,0.48,4,11,35
73,6038.32,33,0.19,856.15,2,341.83,0.0,0.33,5,11,204
38,5053.96,3,0.83,825.36,1,333.95,0.0,0.4,3,11,300
51,3536.21,6,0.56,544.21,1,453.96,0.0,0.09,4,15,293
68,6684.65,84,0.18,1125.13,4,412.24,1.0,0.51,4,13,51
34,4328.64,73,0.37,523.51,1,407.57,0.0,0.16,3,13,97
35,5419.31,95,0.18,760.98,6,410.02,0.0,0.35,5,13,29
34,4042.64,88,0.62,523.88,3,402.04,0.0,0.26,3,13,43
19,5603.89,76,0.54,917.89,3,292.95,0.0,0.35,3,9,81
68,7187.26,84,0.51,1042.43,3,269.28,1.0,0.51,5,8,53
18,3711.53,82,0.65,487.19,3,145.74,0.0,0.14,4,4,61
60,5240.43,58,0.27,971.87,1,278.46,1.0,0.53,3,9,130
74,3545.06,7,0.62,641.21,1,391.69,1.0,0.34,4,13,293
27,3874.02,60,0.69,703.26,4,168.66,0.0,0.28,4,5,125
54,5432.97,49,0.47,739.29,2,335.1,1.0,0.48,3,11,168
65,5583.78,83,0.34,821.59,3,436.31,0.0,0.32,4,14,54
73,6103.38,7,0.3,795.62,1,293.81,0.0,0.4,4,9,298
22,4365.68,15,0.55,667.65,1,167.75,0.0,0.44,1,5,274
73,5620.92,47,0.15,933.23,2,282.05,0.0,0.39,3,9,170
72,6093.75,61,0.0,966.77,2,394.88,0.0,0.61,2,13,132
29,3523.95,55,0.57,440.24,5,131.52,0.0,0.26,2,4,140
53,3904.92,27,0.68,602.98,1,315.55,0.0,0.28,4,10,230
48,6583.93,73,0.0,969.57,2,306.85,1.0,0.43,5,10,87
72,4683.68,20,0.28,747.1,1,258.48,1.0,0.46,3,8,245
55,4929.93,43,0.0,795.88,2,321.2,1.0,0.41,1,10,172
68,6468.6,78,0.06,838.06,2,627.52,0.0,0.39,4,20,75
26,3780.47,69,0.24,285.81,1,261.75,0.0,0.0,1,8,103
61,6008.53,40,0.0,749.59,2,123.4,1.0,0.55,3,4,197
43,5795.13,34,0.09,956.57,1,104.79,1.0,0.35,4,3,205
32,4352.37,55,0.36,707.78,2,573.1,1.0,0.28,2,19,150
33,4780.97,84,0.32,743.17,4,277.08,0.0,0.29,4,9,56
30,4755.15,16,0.31,613.59,1,390.21,0.0,0.39,5,13,263
42,3838.71,25,0.5,541.29,1,642.46,0.0,0.19,4,21,234
47,3488.92,62,0.9,513.72,2,609.48,0.0,0.25,4,20,116
70,7815.05,73,0.0,1220.68,3,339.52,1.0,0.42,4,11,100
73,6356.04,33,0.5,931.78,1,412.7,1.0,0.39,5,13,201
24,3093.56,70,0.95,417.06,4,60.22,0.0,0.21,5,2,107
74,8050.32,31,0.0,1353.86,1,478.55,0.0,0.59,4,15,210
72,4393.09,3,0.19,605.09,2,229.73,0.0,0.19,2,7,301
69,4884.32,9,0.46,863.66,1,335.55,1.0,0.48,3,11,290
21,3370.46,78,0.9,380.15,2,160.42,0.0,0.26,5,5,67
60,6378.4,55,0.0,897.83,3,250.06,0.0,0.25,3,8,137
57,4890.72,34,0.34,640.78,3,478.51,1.0,0.4,3,15,203
55,5096.08,32,0.39,909.84,1,514.12,1.0,0.34,2,17,211
74,4730.16,24,0.75,705.88,1,366.68,1.0,0.44,4,12,232
47,4711.51,46,0.05,892.58,1,435.93,1.0,0.5,4,14,169
27,3805.2,10,0.6,665.53,1,194.79,1.0,0.25,4,6,276
47,3283.26,33,0.73,517.93,1,165.07,1.0,0.32,2,5,210
56,4921.29,35,0.21,783.3,3,424.27,0.0,0.31,3,14,209
24,3061.22,16,0.67,495.82,1,140.45,0.0,0.42,4,4,255
53,6558.11,11,0.24,892.79,2,444.27,0.0,0.4,3,14,269
52,5349.02,79,0.57,641.83,4,213.75,1.0,0.38,4,7,66
41,6113.16,96,0.5,1051.25,4,380.25,0.0,0.56,5,12,30
56,3329.73,25,0.65,576.85,1,550.85,1.0,0.14,5,18,234
53,4085.5,73,0.53,584.12,3,341.49,1.0,0.32,5,11,81
62,4757.39,12,0.15,696.28,1,345.9,0.0,0.26,4,11,276
37,3668.21,81,0.56,453.67,5,417.38,0.0,0.23,5,13,71
66,5952.43,84,0.27,970.75,5,448.63,0.0,0.37,4,14,50
49,4672.55,86,0.24,790.59,3,313.93,1.0,0.33,4,10,52
56,4230.91,86,0.64,629.6,6,251.19,1.0,0.29,3,8,61
66,8485.14,35,0.01,1139.36,2,680.99,1.0,0.54,2,22,195
43,4911.75,68,0.44,724.03,2,650.68,1.0,0.44,4,21,114
43,2699.54,44,0.77,377.42,3,481.54,1.0,0.24,5,16,183
53,5846.31,78,0.09,907.72,3,87.15,0.0,0.61,5,2,71
60,7802.46,87,0.0,1147.97,3,498.3,0.0,0.53,1,16,48
52,5807.5,11,0.39,782.03,1,593.24,0.0,0.47,2,19,271
60,4365.96,82,0.16,505.9,2,287.3,1.0,0.2,5,9,66
52,4632.99,96,0.83,616.67,3,562.93,1.0,0.19,5,18,25
29,4972.81,88,0.36,697.84,3,120.86,0.0,0.28,4,4,41
50,4060.05,37,0.45,656.82,2,355.99,1.0,0.36,5,11,192
53,4965.95,76,0.56,773.75,3,350.12,1.0,0.37,5,11,81
31,3336.79,87,0.65,480.0,4,501.81,1.0,0.36,5,16,48
50,5589.61,66,0.65,828.76,4,299.06,0.0,0.36,4,9,121
63,6328.95,75,0.41,940.22,2,334.88,0.0,0.65,3,11,80
62,6804.73,65,0.17,1013.63,2,349.62,1.0,0.27,3,11,118
62,6492.36,19,0.08,1106.17,1,198.84,1.0,0.62,3,6,258
41,6059.38,39,0.49,962.13,1,409.72,0.0,0.39,5,13,194
32,5905.55,33,0.04,734.25,2,352.57,0.0,0.39,4,11,202
48,3522.53,21,0.54,615.41,1,220.72,1.0,0.18,3,7,238
34,3581.01,14,0.54,640.38,1,258.19,0.0,0.41,5,8,271
29,3245.64,96,0.52,554.3,2,220.76,0.0,0.32,4,7,16
39,4724.29,65,0.92,739.47,2,317.69,0.0,0.36,4,10,115
40,3966.77,34,0.84,575.39,1,551.56,1.0,0.34,3,18,207
43,4337.88,97,0.63,702.3,3,421.36,0.0,0.34,4,14,11
31,5311.36,90,0.87,723.74,4,234.55,0.0,0.3,4,7,36
29,4711.92,30,0.65,656.54,1,230.45,0.0,0.37,5,7,212
67,5183.64,76,0.41,909.25,3,284.31,1.0,0.4,4,9,84
21,4629.03,52,0.35,710.35,2,206.31,0.0,0.22,4,6,146
63,5808.97,93,0.06,735.99,2,436.34,1.0,0.28,4,14,36
68,6012.54,89,0.11,829.33,5,415.05,0.0,0.58,4,13,35
30,4868.8,87,0.41,785.0,2,476.57,0.0,0.38,3,15,51
74,3506.75,56,0.32,470.34,2,434.73,0.0,0.16,3,14,139
72,4986.17,64,0.07,617.0,2,384.47,1.0,0.31,5,12,114
35,3380.89,37,0.8,567.58,1,167.4,0.0,0.27,5,5,196
60,5432.57,37,0.04,831.21,1,364.87,1.0,0.4,3,12,195
45,5568.05,85,0.29,899.4,4,465.21,1.0,0.52,5,15,63
55,4683.46,9,0.59,708.46,1,517.24,1.0,0.4,3,17,279
58,4385.05,45,0.44,565.13,2,605.59,1.0,0.3,5,20,169
61,3271.25,26,0.41,525.34,1,310.16,1.0,0.37,2,10,240
36,4810.0,41,0.57,684.32,2,445.27,0.0,0.37,4,14,194
63,4341.79,1,0.25,755.02,1,529.71,0.0,0.42,4,17,314
64,5864.09,57,0.48,953.39,3,564.0,0.0,0.52,3,18,135
60,4513.36,18,0.36,579.03,1,350.27,0.0,0.04,2,11,260
55,5754.56,61,0.4,928.33,3,582.74,0.0,0.59,2,19,123
63,5886.24,10,0.32,794.61,1,439.54,1.0,0.44,4,14,288
20,2020.22,13,1.0,468.03,1,303.5,0.0,0.1,5,10,269
36,5313.21,56,0.23,802.74,2,435.56,1.0,0.38,5,14,138
37,4777.63,32,0.52,643.44,1,381.87,0.0,0.15,5,12,206
42,5763.26,43,0.12,733.92,1,397.33,0.0,0.32,4,13,174
28,2732.54,17,0.43,544.04,1,215.73,1.0,0.09,5,7,262
73,4810.87,28,0.46,581.59,2,288.25,1.0,0.23,2,9,216
34,3971.74,29,0.66,666.87,1,458.54,0.0,0.36,4,15,213
66,5483.01,2,0.44,811.46,1,327.81,1.0,0.54,4,10,294
72,5609.7,31,0.39,892.91,1,394.08,0.0,0.67,5,13,209
52,3129.21,14,0.61,605.4,1,217.27,1.0,0.3,5,7,263
31,4505.23,48,0.66,526.13,2,370.38,1.0,0.29,4,12,159
56,4954.98,86,0.23,761.35,5,348.7,1.0,0.39,4,11,50
74,5579.2,59,0.1,663.29,3,421.98,0.0,0.27,3,14,140
36,4456.86,97,0.55,579.38,3,288.42,0.0,0.48,4,9,24
20,4043.13,45,0.38,618.2,3,155.58,1.0,0.3,5,5,167
51,4919.96,79,0.21,936.14,2,409.56,1.0,0.64,3,13,70
66,4669.55,49,0.54,642.57,1,450.86,1.0,0.15,5,15,158
58,3935.2,5,0.71,535.17,1,579.03,0.0,0.27,5,19,296
39,5441.79,79,0.35,873.52,2,509.61,1.0,0.57,4,16,69
55,4217.34,19,0.14,553.44,1,551.85,1.0,0.19,4,18,245
73,4673.61,48,0.85,664.07,2,350.41,0.0,0.37,4,11,164
44,4781.21,27,0.61,708.54,1,286.17,1.0,0.28,3,9,231
38,4998.32,25,0.0,753.09,3,643.63,1.0,0.36,4,21,225
58,6587.87,55,0.0,1029.85,3,415.89,1.0,0.51,2,13,147
48,4043.1,47,0.54,459.77,2,508.19,0.0,0.42,4,16,166
44,4024.93,5,0.6,670.85,1,366.27,1.0,0.21,5,12,302
54,5366.61,52,0.19,839.98,1,530.84,0.0,0.35,4,17,160
19,4400.54,58,0.48,728.37,2,107.34,0.0,0.61,3,3,133
71,5254.38,79,0.49,801.48,4,554.53,1.0,0.32,2,18,68
64,6215.89,32,0.36,855.84,1,232.06,1.0,0.48,3,7,213
26,3439.28,11,0.37,282.81,1,263.74,0.0,0.15,1,8,284
36,4559.38,77,0.84,622.37,5,336.03,0.0,0.31,4,11,77
59,4048.07,38,0.82,529.94,1,479.59,0.0,0.29,3,15,188
53,5539.23,1,0.49,807.06,1,369.47,0.0,0.32,5,12,300
27,4589.96,76,0.24,627.15,3,302.73,0.0,0.41,4,10,84
57,5479.62,43,0.55,596.75,2,639.33,1.0,0.49,3,21,171
71,3961.79,18,0.32,677.55,1,150.93,0.0,0.36,3,5,246
62,5081.49,97,0.51,812.19,4,462.84,0.0,0.32,2,15,12
56,5599.43,8,0.37,609.12,1,673.8,0.0,0.37,4,22,290
24,3166.24,30,0.77,423.11,1,146.15,1.0,0.3,3,4,225
21,5045.1,78,0.29,750.93,3,185.99,0.0,0.43,4,6,72
32,6556.0,3,0.45,859.97,1,301.21,0.0,0.52,3,10,300
29,3280.82,62,0.66,458.32,3,112.44,0.0,0.43,4,3,126
65,6227.51,45,0.07,755.89,1,392.12,0.0,0.17,4,13,184
23,3765.22,31,0.67,611.77,1,226.92,0.0,0.2,4,7,207
26,4485.92,80,0.52,697.07,4,247.64,0.0,0.41,5,8,65
52,4965.95,4,0.55,755.56,1,648.46,0.0,0.4,2,21,292
25,3814.62,38,0.41,606.04,3,120.0,0.0,0.22,5,3,199
24,3498.69,96,0.51,536.68,4,213.18,0.0,0.13,3,7,17
21,4354.47,91,0.5,656.24,5,142.79,0.0,0.45,4,4,36
30,2687.5,12,0.55,352.23,1,490.25,0.0,0.22,2,16,280
36,3739.27,67,0.39,492.43,3,417.72,0.0,0.25,3,13,106
24,4041.72,27,0.24,624.63,2,104.38,0.0,0.34,3,3,237
27,3481.26,12,0.57,668.78,1,212.77,0.0,0.18,5,7,282
42,5909.0,91,0.13,1066.93,2,460.35,1.0,0.4,4,15,43
61,5983.51,56,0.12,770.59,3,524.28,1.0,0.33,4,17,140
52,4006.04,98,0.38,473.96,5,348.02,0.0,0.26,2,11,19
42,4424.47,23,0.16,496.86,1,180.4,1.0,0.19,4,6,241
46,5624.95,8,0.19,793.78,1,317.03,1.0,0.39,4,10,294
73,6226.19,6,0.26,777.39,1,455.75,1.0,0.46,1,15,292
29,4034.71,99,0.37,557.11,5,87.82,0.0,0.33,3,2,19
68,5569.92,21,0.01,803.87,1,355.29,1.0,0.33,2,11,247
64,6732.38,2,0.34,1190.5,1,473.21,0.0,0.7,3,15,307
57,3947.67,71,0.45,687.19,3,434.05,1.0,0.43,4,14,98
29,5992.47,3,0.22,926.19,1,210.99,0.0,0.52,4,7,300
69,5965.47,41,0.07,1022.04,1,309.49,1.0,0.54,5,10,185
23,5633.33,1,0.12,795.31,1,173.83,1.0,0.42,4,5,297
27,4047.26,52,0.52,382.5,3,179.16,0.0,0.25,5,5,157
19,6251.08,45,0.0,1013.65,1,250.69,0.0,0.39,4,8,178
73,5287.43,5,0.0,735.04,1,389.6,0.0,0.37,4,12,297
62,5557.18,56,0.39,874.76,2,496.19,1.0,0.42,4,16,139
42,5495.35,85,0.38,777.45,4,398.69,1.0,0.46,5,13,50
24,4744.46,2,0.22,708.64,1,133.53,1.0,0.39,4,4,300
57,4414.08,16,0.37,657.59,1,342.09,1.0,0.51,5,11,266
40,3152.71,73,0.48,717.76,1,530.6,1.0,0.32,3,17,98
65,4760.99,87,0.14,485.71,4,400.58,1.0,0.37,4,13,39
28,3877.74,59,0.46,840.46,3,237.82,0.0,0.54,4,7,134
53,4975.1,38,0.31,467.47,1,464.46,0.0,0.31,4,15,202
66,5745.82,27,0.5,898.24,1,324.52,0.0,0.37,1,10,222
65,6323.02,44,0.0,1080.05,3,332.64,1.0,0.67,5,11,172
68,5610.21,93,0.82,868.07,5,563.97,0.0,0.27,4,18,29
40,2608.34,91,0.45,644.88,3,439.16,0.0,0.28,3,14,34
60,6371.76,3,0.3,872.65,1,314.77,0.0,0.39,4,10,309
24,5121.85,81,0.37,692.96,4,89.01,0.0,0.19,5,2,65
44,5084.05,38,0.87,747.82,1,528.25,1.0,0.19,4,17,199
30,3917.49,2,0.67,848.87,1,362.8,0.0,0.39,3,12,305
68,5973.52,64,0.39,920.47,2,358.87,1.0,0.46,3,11,108
34,5522.34,96,0.56,930.08,4,555.88,0.0,0.49,5,18,14
49,3846.73,15,0.49,308.19,1,493.88,0.0,0.06,4,16,270
43,4101.52,45,0.38,889.34,2,400.15,0.0,0.42,4,13,176
74,5326.96,93,0.44,748.41,5,157.19,0.0,0.32,4,5,37
39,3437.58,39,0.49,437.0,1,445.55,0.0,0.31,3,14,185
30,6868.99,54,0.12,980.58,2,587.7,0.0,0.59,1,19,149
29,4285.66,96,0.65,687.5,6,60.99,0.0,0.34,4,2,15
24,2830.88,35,0.37,287.09,2,211.02,0.0,0.15,4,7,197
18,2342.58,59,0.72,259.94,3,226.03,0.0,0.19,5,7,128
50,5840.88,94,0.24,910.89,5,431.98,1.0,0.62,2,14,26
69,6903.91,35,0.08,913.3,3,426.53,1.0,0.54,4,14,201
72,6835.24,35,0.25,991.86,3,301.3,1.0,0.33,5,10,204
31,6115.69,46,0.0,908.11,2,345.96,0.0,0.39,5,11,164
64,5120.32,47,0.19,866.71,3,394.86,1.0,0.19,4,13,167
60,4114.98,9,0.39,596.84,2,353.03,1.0,0.47,3,11,289
73,8490.49,21,0.0,1200.68,1,444.27,1.0,0.48,3,14,242
58,4637.18,27,0.65,729.11,1,257.3,1.0,0.33,4,8,232
34,4997.68,35,0.25,683.87,1,420.6,0.0,0.41,2,14,204
21,3000.36,31,1.0,519.72,1,228.55,0.0,0.12,2,7,208
69,6831.8,12,0.05,924.99,1,516.94,1.0,0.42,4,17,273
68,4441.75,33,0.28,651.37,2,410.56,1.0,0.36,3,13,206
56,7802.33,62,0.19,1203.49,3,488.26,1.0,0.51,3,16,118
18,4108.55,64,0.3,638.54,3,196.58,1.0,0.39,3,6,120
58,3975.29,79,0.0,563.83,4,248.31,1.0,0.55,3,8,76
62,3353.87,90,0.68,549.39,4,310.86,0.0,0.3,1,10,37
41,4567.92,21,0.78,916.09,1,341.78,1.0,0.42,2,11,245
51,6140.14,30,0.0,924.95,2,365.96,1.0,0.5,3,12,226
51,4578.11,47,0.51,624.12,1,465.98,1.0,0.06,3,15,176
41,5933.11,92,0.48,805.83,4,546.9,0.0,0.3,4,18,30
32,3264.08,21,0.62,492.93,1,463.89,0.0,0.47,3,15,245
34,5122.72,70,0.62,747.29,2,445.17,0.0,0.51,5,14,107
30,3921.77,54,0.48,709.55,3,400.9,0.0,0.32,4,13,149
24,4687.05,39,0.25,484.02,1,183.3,0.0,0.43,1,6,202
26,3217.76,3,0.42,570.1,1,75.85,0.0,0.24,3,2,306
61,4861.28,77,0.49,807.32,3,552.04,1.0,0.48,5,18,78
52,3697.78,42,0.5,401.6,1,531.44,1.0,0.27,4,17,188
40,5767.3,80,0.2,976.91,5,384.85,1.0,0.44,4,12,78
71,5348.93,64,0.49,579.86,4,573.31,0.0,0.11,4,19,123
64,5074.28,1,0.62,565.96,1,308.02,1.0,0.26,3,10,315
56,4729.02,81,0.35,662.38,4,588.49,1.0,0.29,4,19,58
40,5144.83,2,0.14,665.87,1,386.08,0.0,0.3,4,12,302
43,2474.6,55,0.92,291.98,2,515.74,1.0,0.16,4,17,147
18,2440.0,84,1.0,402.18,3,55.75,1.0,0.18,4,1,62
31,5594.96,76,0.06,919.34,3,402.85,0.0,0.47,3,13,88
49,5191.06,48,0.24,816.02,2,295.44,1.0,0.32,5,9,173
68,5115.01,26,0.74,909.44,1,379.81,1.0,0.51,5,12,233
65,6483.18,59,0.14,1155.18,1,239.03,1.0,0.57,4,7,133
27,4284.62,66,0.87,560.34,2,257.48,0.0,0.25,4,8,113
18,5072.28,68,0.34,913.68,3,123.75,0.0,0.45,4,4,103
22,3271.16,36,0.67,505.27,1,148.32,0.0,0.4,4,4,196
20,3001.2,47,0.37,498.64,2,193.08,0.0,0.32,4,6,166
66,4254.74,65,0.05,651.2,4,581.68,0.0,0.51,1,19,110
67,6765.81,93,0.1,1050.56,3,511.05,1.0,0.51,4,17,38
70,6868.65,69,0.19,990.26,4,524.6,1.0,0.53,4,17,103
44,5459.55,26,0.45,800.04,2,264.91,0.0,0.27,3,8,225
68,4732.67,76,0.7,679.29,2,348.06,0.0,0.48,4,11,83
71,4409.72,4,0.38,560.78,1,434.63,1.0,0.4,5,14,296
74,6858.57,51,0.21,985.72,1,453.67,1.0,0.55,2,15,149
39,4805.48,57,0.39,788.14,3,364.85,0.0,0.45,1,12,133
35,3481.43,24,0.39,662.74,3,372.54,0.0,0.36,5,12,229
33,4945.93,90,0.42,838.01,5,391.58,1.0,0.36,4,13,46
19,5630.02,61,0.66,840.03,4,126.74,1.0,0.3,3,4,135
64,5211.96,15,0.53,644.57,1,325.42,1.0,0.33,4,10,263
30,4115.82,47,0.58,684.23,3,324.64,0.0,0.32,2,10,175
62,6422.58,70,0.07,901.57,2,231.21,1.0,0.58,1,7,107
33,5558.53,51,0.21,788.14,3,257.5,0.0,0.48,5,8,162
25,4056.8,66,0.53,517.53,4,143.12,1.0,0.13,2,4,108
60,3638.46,14,0.66,523.82,2,339.31,1.0,0.44,3,11,271
25,5063.01,80,0.34,843.7,3,129.81,0.0,0.52,4,4,60
71,5186.75,66,0.35,695.98,3,348.97,0.0,0.31,4,11,110
27,4500.11,60,0.21,525.96,2,203.33,0.0,0.11,5,6,136
72,7018.77,65,0.06,886.64,2,395.44,1.0,0.48,5,13,119
50,5689.49,68,0.33,801.51,2,398.51,1.0,0.41,4,13,112
48,5026.24,23,0.42,618.27,1,333.43,1.0,0.29,4,11,246
29,4122.67,94,0.75,604.43,5,108.74,0.0,0.32,4,3,35
26,3295.52,99,0.41,495.38,4,248.8,0.0,0.32,5,8,17
54,5418.89,43,0.27,843.66,1,478.24,1.0,0.43,4,15,172
26,2974.39,70,0.99,407.96,4,147.33,1.0,0.4,1,4,93
65,6444.91,24,0.0,1042.88,1,406.98,1.0,0.54,3,13,234
35,5332.33,19,0.29,758.17,2,436.14,0.0,0.29,4,14,246
47,4817.57,88,0.72,812.68,5,321.43,1.0,0.44,3,10,40
49,4262.24,65,0.81,654.37,1,535.8,1.0,0.31,4,17,118
57,3534.01,65,0.55,401.25,1,282.98,1.0,0.08,5,9,113
40,3781.41,9,0.35,562.92,1,525.7,1.0,0.42,2,17,281
28,3419.11,49,0.52,586.95,2,186.69,0.0,0.32,4,6,159
37,4547.81,69,0.44,691.77,2,515.2,0.0,0.54,3,17,111
36,3554.03,10,0.55,690.8,1,249.67,0.0,0.37,5,8,280
53,6008.35,92,0.54,867.08,3,557.06,1.0,0.55,3,18,32
69,7187.01,29,0.0,1136.92,1,373.74,0.0,0.6,4,12,228
43,4841.19,84,0.49,701.74,3,252.67,1.0,0.31,4,8,48
27,2725.29,26,0.66,443.31,1,172.85,1.0,0.19,4,5,225
41,2393.01,41,0.73,301.89,3,422.35,1.0,0.19,5,14,187
30,4256.56,35,0.52,817.53,1,318.88,0.0,0.37,4,10,201
69,5362.1,44,0.22,842.41,1,510.31,1.0,0.41,5,17,182
63,4490.16,96,0.64,694.96,3,588.2,0.0,0.33,5,19,12
70,5516.43,26,0.43,767.15,1,114.4,0.0,0.32,2,3,238
51,7485.83,55,0.18,1236.36,3,521.74,0.0,0.7,4,17,151
46,6656.26,36,0.01,925.47,2,476.24,1.0,0.35,5,15,195
